step,tl_id,start_at_step,cycle_time
141,0,-1,146
407,0,145,266
769,0,411,362
1053,0,773,284
1289,0,1057,236
1555,0,1293,266
1743,0,1559,188
2006,0,1747,263
2170,0,2010,164
2343,0,2174,173
2642,0,2347,299
2905,0,2646,263
3177,0,2909,272
3509,0,3181,332
3703,0,3513,194
3831,0,3707,128
3932,0,3835,101
4288,0,3936,356
4530,0,4292,242
4739,0,4534,209
4831,0,4743,92
5097,0,4835,266
5519,0,5101,422
5869,0,5523,350
6168,0,5873,299
6449,0,6172,281
6709,0,6453,260
6990,0,6713,281
7262,0,6994,272
7465,0,7266,203
7680,0,7469,215
7925,0,7684,245
8251,0,7929,326
8529,0,8255,278
8807,0,8533,278
