step,tl_id,start_at_step,cycle_time
201,0,-1,206
530,0,205,329
877,0,534,347
1242,0,881,365
1502,0,1246,260
1738,0,1506,236
2013,0,1742,275
2165,0,2017,152
2404,0,2169,239
2586,0,2408,182
2882,0,2590,296
3082,0,2886,200
3354,0,3086,272
3527,0,3358,173
3883,0,3531,356
4071,0,3887,188
4328,0,4075,257
4540,0,4332,212
4911,0,4544,371
5129,0,4915,218
5497,0,5133,368
5823,0,5501,326
6176,0,5827,353
6373,0,6180,197
6717,0,6377,344
7007,0,6721,290
7201,0,7011,194
7461,0,7205,260
7775,0,7465,314
8083,0,7779,308
8439,0,8087,356
8738,0,8443,299
