step,tl_id,start_at_step,cycle_time
183,0,-1,188
311,0,187,128
544,0,315,233
876,0,548,332
1181,0,880,305
1360,0,1185,179
1470,0,1364,110
1700,0,1474,230
1843,0,1704,143
2088,0,1847,245
2411,0,2092,323
2689,0,2415,278
2913,0,2693,224
3311,0,2917,398
3436,0,3315,125
3777,0,3440,341
3995,0,3781,218
4375,0,3999,380
4554,0,4379,179
4760,0,4558,206
5119,0,4764,359
5382,0,5123,263
5540,0,5386,158
5803,0,5544,263
6102,0,5807,299
6305,0,6106,203
6499,0,6309,194
6705,0,6503,206
7112,0,6709,407
7516,0,7116,404
7698,0,7520,182
7868,0,7702,170
8050,0,7872,182
8265,0,8054,215
