step,tl_id,start_at_step,cycle_time
165,0,-1,170
512,0,169,347
718,0,516,206
1065,0,722,347
1403,0,1069,338
1597,0,1407,194
1926,0,1601,329
2234,0,1930,308
2422,0,2238,188
2625,0,2426,203
2966,0,2629,341
3187,0,2970,221
3468,0,3191,281
3812,0,3472,344
4033,0,3816,221
4296,0,4037,263
4445,0,4300,149
4666,0,4449,221
4878,0,4670,212
5126,0,4882,248
5392,0,5130,266
5649,0,5396,257
6008,0,5653,359
6217,0,6012,209
6618,0,6221,401
6944,0,6622,326
7189,0,6948,245
7428,0,7193,239
7712,0,7432,284
7921,0,7716,209
8205,0,7925,284
