step,tl_id,start_at_step,cycle_time
213,0,-1,218
518,0,217,305
793,0,522,275
1029,0,797,236
1214,0,1033,185
1444,0,1218,230
1827,0,1448,383
2153,0,1831,326
2389,0,2157,236
2673,0,2393,284
2957,0,2677,284
3295,0,2961,338
3600,0,3299,305
3719,0,3604,119
4066,0,3723,347
4413,0,4070,347
4631,0,4417,218
4909,0,4635,278
5181,0,4913,272
5525,0,5185,344
5815,0,5529,290
6075,0,5819,260
6398,0,6079,323
6742,0,6402,344
7026,0,6746,284
7172,0,7030,146
7432,0,7176,260
7554,0,7436,122
7844,0,7558,290
8143,0,7848,299
8451,0,8147,308
8618,0,8455,167
